timestamp,src_ip,dst_ip,protocol,packet_size,src_port,dst_port,flags,Info,label
0.174807,192.168.1.37,192.168.1.139,SSH,147,36838,22,,Repeated login attempts,attack
0.086859,192.168.1.197,21.162.74.104,HTTPS,949,3718,570,RST,Normal communication,benign
0.006759,200.188.68.224,192.168.1.189,UDP,1290,56074,32,,Flood traffic,attack
0.066016,192.168.1.169,140.247.121.156,SSH,898,50388,264,PSH,Normal communication,benign
0.467662,192.168.1.81,162.250.104.112,TCP,60,59502,4893,SYN,Port scan attempt,attack
0.392339,192.168.1.58,180.110.175.131,TCP,60,59554,7460,SYN,Port scan attempt,attack
0.408111,181.96.249.202,192.168.1.78,UDP,1584,6600,323,,Flood traffic,attack
0.418192,192.168.1.221,100.39.187.1,FTP,430,8217,186,FIN,Normal communication,benign
0.035176,192.168.1.24,81.164.144.99,TCP,60,18098,9320,SYN,Port scan attempt,attack
0.357616,192.168.1.59,192.168.1.151,UDP,876,31672,882,,Normal communication,benign
0.187826,192.168.1.2,192.168.1.72,FTP,874,54182,707,,Normal communication,benign
0.438588,73.9.49.32,192.168.1.74,UDP,1719,12769,66,,Flood traffic,attack
0.025409,192.168.1.67,107.97.162.111,DNS,507,46183,53,,Suspicious DNS payload,attack
0.08316,192.168.1.38,192.168.1.21,HTTP,56,23437,610,SYN,Normal communication,benign
0.073269,192.168.1.87,192.168.1.23,SSH,141,59304,22,,Repeated login attempts,attack
0.118017,192.168.1.56,153.94.4.199,HTTPS,794,36161,789,FIN,Normal communication,benign
0.141989,192.168.1.155,165.105.138.145,SSH,793,16649,368,ACK,Normal communication,benign
0.024552,169.34.208.220,192.168.1.47,TCP,60,28019,957,RST,Connection reset flood,attack
0.388669,192.168.1.6,192.168.1.202,TCP,361,46509,323,SYN,Normal communication,benign
0.361826,192.168.1.120,79.165.97.72,SSH,74,50591,154,SYN-ACK,Normal communication,benign
0.352513,192.168.1.26,192.168.1.174,HTTP,584,9991,338,RST,Normal communication,benign
0.072022,192.168.1.204,69.11.4.26,FTP,473,63992,383,RST,Normal communication,benign
0.235517,118.57.72.210,192.168.1.247,TCP,60,14192,504,RST,Connection reset flood,attack
0.003282,192.168.1.208,192.168.1.95,SSH,142,22133,22,,Repeated login attempts,attack
0.465944,192.168.1.186,84.22.23.160,TCP,60,10189,8738,SYN,Port scan attempt,attack
0.303618,192.168.1.34,192.168.1.41,DNS,84,34770,851,SYN,Normal communication,benign
0.210563,192.168.1.221,192.168.1.24,HTTPS,788,15616,571,,Normal communication,benign
0.263978,192.168.1.218,156.26.63.37,UDP,519,58716,79,FIN,Normal communication,benign
0.435909,192.168.1.62,192.168.1.185,SSH,1025,60981,908,PSH,Normal communication,benign
0.068721,199.20.200.208,192.168.1.18,UDP,1266,9247,261,,Flood traffic,attack
0.474956,192.168.1.236,145.140.131.83,UDP,674,14638,333,SYN-ACK,Normal communication,benign
0.050837,192.168.1.246,192.168.1.195,SSH,82,27966,22,,Repeated login attempts,attack
0.281342,192.168.1.152,31.67.209.188,TCP,60,41306,9755,SYN,Port scan attempt,attack
0.02597,192.168.1.66,112.190.172.27,UDP,186,64294,429,SYN-ACK,Normal communication,benign
0.297551,192.168.1.132,192.168.1.1,SSH,123,44158,22,,Repeated login attempts,attack
0.356638,192.168.1.213,192.168.1.99,HTTP,242,4576,587,PSH,Normal communication,benign
0.454478,192.168.1.163,90.7.225.183,HTTPS,239,46193,54,RST,Normal communication,benign
0.246977,192.168.1.148,85.188.52.53,TCP,60,52882,2797,SYN,Port scan attempt,attack
0.164011,192.168.1.45,192.168.1.113,TCP,476,49172,362,RST,Normal communication,benign
0.423613,192.168.1.109,53.187.189.31,TCP,3268,11591,443,PSH,Large outbound data,attack
0.485198,192.168.1.146,192.168.1.176,SSH,144,55448,22,,Repeated login attempts,attack
0.266435,192.168.1.137,192.168.1.216,UDP,617,42759,111,FIN,Normal communication,benign
0.047561,159.147.22.109,192.168.1.168,TCP,60,23518,8,RST,Connection reset flood,attack
0.459833,192.168.1.143,192.168.1.36,FTP,413,6458,454,ACK,Normal communication,benign
0.453092,192.168.1.168,172.5.202.101,DNS,319,12017,53,,Suspicious DNS payload,attack
0.248517,192.168.1.240,42.154.130.65,TCP,1935,20790,443,PSH,Large outbound data,attack
0.087049,192.168.1.122,80.173.86.44,TCP,3457,13181,443,PSH,Large outbound data,attack
0.468094,108.151.244.144,192.168.1.203,UDP,1826,21238,248,,Flood traffic,attack
0.30921,192.168.1.110,126.193.75.229,TCP,60,6684,2794,SYN,Port scan attempt,attack
0.27661,192.168.1.126,102.188.248.239,TCP,3476,45308,443,PSH,Large outbound data,attack
0.394593,192.168.1.202,192.168.1.8,HTTPS,1104,8562,305,,Normal communication,benign
0.016925,192.168.1.85,177.147.173.109,TCP,60,11065,2296,SYN,Port scan attempt,attack
0.141174,96.210.72.141,192.168.1.228,UDP,1152,53552,20,,Flood traffic,attack
0.077467,78.252.71.2,192.168.1.135,TCP,60,53172,427,RST,Connection reset flood,attack
0.447499,192.168.1.70,192.168.1.83,DNS,443,11234,456,FIN,Normal communication,benign
0.106485,192.168.1.245,192.168.1.43,SSH,110,44731,22,,Repeated login attempts,attack
0.360088,192.168.1.17,192.168.1.7,SSH,141,63213,22,,Repeated login attempts,attack
0.171871,169.182.81.19,192.168.1.63,UDP,1175,13617,440,,Flood traffic,attack
0.23953,192.168.1.95,192.168.1.237,SSH,1036,17669,980,SYN-ACK,Normal communication,benign
0.021078,192.168.1.151,192.168.1.232,DNS,832,28684,35,PSH,Normal communication,benign
0.014354,192.168.1.183,71.31.118.144,TCP,1974,37939,443,PSH,Large outbound data,attack
0.210533,192.168.1.160,99.0.83.173,TCP,60,47242,5882,SYN,Port scan attempt,attack
0.055086,192.168.1.122,75.117.0.97,TCP,60,29443,2762,SYN,Port scan attempt,attack
0.312396,192.168.1.74,174.147.76.133,FTP,615,55246,45,,Normal communication,benign
0.049,192.168.1.78,53.6.153.140,DNS,200,35099,53,,Suspicious DNS payload,attack
0.357946,192.168.1.107,127.33.124.32,DNS,507,44845,53,,Suspicious DNS payload,attack
0.466034,192.168.1.203,119.47.122.75,TCP,3401,55967,443,PSH,Large outbound data,attack
0.072302,192.168.1.9,192.168.1.65,SSH,90,11812,22,,Repeated login attempts,attack
0.042054,192.168.1.246,192.168.1.189,HTTPS,689,16011,806,FIN,Normal communication,benign
0.223175,192.168.1.161,192.168.1.1,SSH,1060,51755,450,FIN,Normal communication,benign
0.32324,192.168.1.23,179.6.219.234,SSH,1026,44104,558,ACK,Normal communication,benign
0.397555,192.168.1.77,192.168.1.38,HTTP,626,47424,910,PSH,Normal communication,benign
0.218879,192.168.1.46,192.168.1.215,DNS,1161,2030,533,RST,Normal communication,benign
0.237621,192.168.1.116,192.168.1.147,DNS,945,54199,667,SYN-ACK,Normal communication,benign
0.046771,192.168.1.182,150.196.255.9,UDP,436,45277,542,ACK,Normal communication,benign
0.062401,61.112.194.25,192.168.1.85,TCP,60,2084,100,RST,Connection reset flood,attack
0.042764,192.168.1.57,147.89.255.160,TCP,60,5669,5718,SYN,Port scan attempt,attack
0.009076,192.168.1.120,69.32.171.27,DNS,295,43125,53,,Suspicious DNS payload,attack
0.024695,192.168.1.15,186.137.235.27,TCP,1635,27891,443,PSH,Large outbound data,attack
0.062079,192.168.1.4,192.168.1.167,TCP,733,27439,515,,Normal communication,benign
0.45464,94.155.189.108,192.168.1.15,UDP,1551,63453,630,,Flood traffic,attack
0.046582,192.168.1.169,192.168.1.53,SSH,1131,45867,879,RST,Normal communication,benign
0.454057,192.168.1.102,192.168.1.112,SSH,125,33240,22,,Repeated login attempts,attack
0.244312,192.168.1.34,144.94.54.211,FTP,895,53536,402,,Normal communication,benign
0.092448,93.90.244.137,192.168.1.1,TCP,60,40614,708,RST,Connection reset flood,attack
0.150862,115.161.152.232,192.168.1.245,UDP,1862,33099,884,,Flood traffic,attack
0.326802,192.168.1.59,192.168.1.6,TCP,373,3282,484,SYN,Normal communication,benign
0.356536,42.105.61.14,192.168.1.20,TCP,60,12792,94,RST,Connection reset flood,attack
0.026685,192.168.1.231,192.168.1.202,FTP,1037,37097,449,RST,Normal communication,benign
0.012594,192.168.1.254,192.168.1.54,SSH,118,63159,138,SYN,Normal communication,benign
0.449121,192.168.1.179,129.27.240.21,TCP,1165,11901,60,SYN-ACK,Normal communication,benign
0.032538,192.168.1.93,65.145.41.113,TCP,60,13095,6109,SYN,Port scan attempt,attack
0.208061,192.168.1.232,82.65.57.169,TCP,60,28041,3764,SYN,Port scan attempt,attack
0.089451,192.168.1.199,140.171.87.188,UDP,724,5316,773,SYN-ACK,Normal communication,benign
0.466134,192.168.1.95,126.198.244.32,DNS,343,6345,644,SYN-ACK,Normal communication,benign
0.408162,192.168.1.197,52.223.179.32,TCP,861,44389,247,FIN,Normal communication,benign
0.08956,192.168.1.177,75.39.70.4,TCP,43,33898,435,RST,Normal communication,benign
0.303678,192.168.1.1,78.226.113.116,DNS,322,53785,978,SYN,Normal communication,benign
0.385636,84.235.160.223,192.168.1.209,UDP,1552,3783,72,,Flood traffic,attack
0.48483,192.168.1.234,192.168.1.4,TCP,152,4569,808,SYN,Normal communication,benign
0.069131,74.33.83.156,192.168.1.134,UDP,1356,61792,178,,Flood traffic,attack
0.022016,192.168.1.193,192.168.1.58,UDP,470,51843,439,SYN-ACK,Normal communication,benign
0.03161,192.168.1.152,60.177.109.150,TCP,3713,55965,443,PSH,Large outbound data,attack
0.219057,192.168.1.196,192.168.1.140,SSH,590,38563,684,FIN,Normal communication,benign
0.26635,180.110.175.131,192.168.1.195,UDP,1373,9439,898,,Flood traffic,attack
0.423971,192.168.1.239,51.36.71.49,DNS,466,36802,738,PSH,Normal communication,benign
0.457686,130.198.5.120,192.168.1.51,TCP,60,28249,163,RST,Connection reset flood,attack
0.348639,192.168.1.200,192.168.1.30,SSH,115,8776,22,,Repeated login attempts,attack
0.272034,192.94.200.38,192.168.1.165,UDP,1313,23899,1007,,Flood traffic,attack
0.411836,192.168.1.218,192.168.1.114,TCP,311,52104,344,SYN-ACK,Normal communication,benign
0.224706,192.168.1.238,109.167.2.23,TCP,873,10626,316,RST,Normal communication,benign
0.035766,157.15.140.70,192.168.1.95,UDP,1553,38281,1008,,Flood traffic,attack
0.092285,192.168.1.204,82.203.240.91,TCP,3005,1060,443,PSH,Large outbound data,attack
0.249853,192.168.1.192,192.168.1.22,HTTPS,1140,48390,262,,Normal communication,benign
0.388551,192.168.1.180,192.168.1.35,SSH,147,55665,22,,Repeated login attempts,attack
0.391596,169.182.81.19,192.168.1.83,TCP,60,22739,962,RST,Connection reset flood,attack
0.179374,192.168.1.112,30.109.144.59,HTTP,620,25787,77,SYN-ACK,Normal communication,benign
0.117347,192.168.1.207,192.168.1.130,SSH,106,34411,22,,Repeated login attempts,attack
0.238623,192.168.1.10,196.64.13.209,UDP,739,60479,347,PSH,Normal communication,benign
0.072693,192.168.1.68,191.72.110.205,TCP,1080,55388,812,ACK,Normal communication,benign
0.094498,192.168.1.23,192.168.1.153,HTTPS,688,54874,706,PSH,Normal communication,benign
0.486624,192.168.1.124,24.216.214.227,DNS,488,49041,53,,Suspicious DNS payload,attack
0.018497,192.168.1.251,142.41.29.196,DNS,422,57887,53,,Suspicious DNS payload,attack
0.051465,192.168.1.15,192.168.1.243,SSH,103,36348,22,,Repeated login attempts,attack
0.44066,193.195.42.81,192.168.1.66,UDP,1642,10657,949,,Flood traffic,attack
0.038879,192.168.1.122,192.168.1.111,FTP,67,18914,45,RST,Normal communication,benign
0.240725,107.97.162.111,192.168.1.141,UDP,1798,40052,618,,Flood traffic,attack
0.028103,192.168.1.236,192.168.1.7,TCP,1191,25553,952,FIN,Normal communication,benign
0.089847,132.225.95.159,192.168.1.109,TCP,60,27661,202,RST,Connection reset flood,attack
0.026205,192.168.1.152,192.168.1.229,FTP,532,34343,639,SYN,Normal communication,benign
0.238577,134.200.6.155,192.168.1.54,UDP,1428,54405,418,,Flood traffic,attack
0.216654,192.168.1.44,192.168.1.117,HTTPS,300,1172,956,RST,Normal communication,benign
0.459601,192.168.1.239,192.168.1.123,HTTP,781,30800,57,SYN-ACK,Normal communication,benign
0.046945,192.168.1.57,192.168.1.154,TCP,573,54095,371,,Normal communication,benign
0.23865,149.55.45.172,192.168.1.66,UDP,1143,28648,706,,Flood traffic,attack
0.07225,192.168.1.174,192.168.1.163,HTTPS,934,47639,232,PSH,Normal communication,benign
0.388767,192.168.1.123,192.168.1.253,UDP,1000,8154,529,ACK,Normal communication,benign
0.07772,192.168.1.61,145.112.142.8,UDP,182,10060,590,RST,Normal communication,benign
0.004518,192.168.1.91,192.168.1.78,SSH,823,57031,376,FIN,Normal communication,benign
0.020346,192.168.1.197,30.241.5.225,DNS,424,44671,53,,Suspicious DNS payload,attack
0.23352,192.168.1.41,75.102.22.11,DNS,246,45175,53,,Suspicious DNS payload,attack
0.489063,192.168.1.5,57.228.109.55,TCP,60,37003,4476,SYN,Port scan attempt,attack
0.248898,192.168.1.148,192.168.1.178,FTP,544,8287,769,SYN,Normal communication,benign
0.016781,192.168.1.117,192.168.1.8,SSH,87,2625,22,,Repeated login attempts,attack
0.456688,192.168.1.120,192.168.1.222,TCP,222,54203,827,PSH,Normal communication,benign
0.284757,80.32.27.242,192.168.1.5,UDP,1212,12023,111,,Flood traffic,attack
0.411329,192.168.1.115,150.71.142.97,TCP,60,47109,3489,SYN,Port scan attempt,attack
0.480366,192.168.1.25,192.168.1.20,FTP,102,27958,247,SYN-ACK,Normal communication,benign
0.309491,109.100.38.20,192.168.1.151,UDP,1243,6581,561,,Flood traffic,attack
0.064276,126.83.55.136,192.168.1.236,UDP,1500,13601,905,,Flood traffic,attack
0.002153,76.202.248.182,192.168.1.68,UDP,1011,64847,30,,Flood traffic,attack
0.021897,192.168.1.197,192.168.1.192,HTTPS,836,11716,422,RST,Normal communication,benign
0.10975,192.168.1.243,73.234.237.249,TCP,2670,1238,443,PSH,Large outbound data,attack
0.489563,192.168.1.100,192.168.1.245,DNS,918,9533,103,SYN,Normal communication,benign
0.093017,192.168.1.223,192.168.1.195,HTTP,408,38913,292,PSH,Normal communication,benign
0.033282,23.140.224.217,192.168.1.227,TCP,60,13419,237,RST,Connection reset flood,attack
0.10579,192.168.1.177,36.91.178.41,HTTPS,892,57296,715,ACK,Normal communication,benign
0.324682,192.168.1.97,192.168.1.86,SSH,91,39526,22,,Repeated login attempts,attack
0.299015,192.168.1.96,94.44.70.230,TCP,60,39322,1298,SYN,Port scan attempt,attack
0.170656,192.168.1.25,192.168.1.252,SSH,96,51891,22,,Repeated login attempts,attack
0.345252,192.168.1.238,119.47.122.75,UDP,378,21940,983,ACK,Normal communication,benign
0.085086,38.121.114.4,192.168.1.141,UDP,1679,40495,563,,Flood traffic,attack
0.438037,192.168.1.214,161.135.197.32,DNS,336,20925,53,,Suspicious DNS payload,attack
0.23704,192.168.1.81,192.168.1.16,FTP,731,39645,597,SYN,Normal communication,benign
0.293878,192.168.1.189,42.29.167.56,FTP,617,8759,332,ACK,Normal communication,benign
0.248252,192.168.1.141,21.8.176.247,DNS,87,21988,974,RST,Normal communication,benign
0.021798,192.168.1.215,98.161.63.95,FTP,298,55073,314,SYN-ACK,Normal communication,benign
0.010095,192.168.1.5,192.168.1.113,UDP,670,11183,642,FIN,Normal communication,benign
0.36231,192.168.1.232,62.243.226.12,TCP,60,47785,3893,SYN,Port scan attempt,attack
0.313101,192.168.1.10,192.168.1.105,HTTPS,227,47896,896,SYN,Normal communication,benign
0.068725,192.168.1.160,45.233.143.26,TCP,499,22374,795,SYN,Normal communication,benign
0.045614,192.168.1.114,192.168.1.2,HTTPS,816,13063,677,SYN,Normal communication,benign
0.088093,192.168.1.44,192.168.1.40,TCP,110,35813,301,SYN,Normal communication,benign
0.06216,192.168.1.23,83.76.98.96,TCP,2181,17541,443,PSH,Large outbound data,attack
0.047179,149.55.45.172,192.168.1.52,UDP,1403,57309,1019,,Flood traffic,attack
0.079237,192.168.1.151,192.168.1.17,SSH,127,64940,22,,Repeated login attempts,attack
0.316416,192.168.1.164,137.28.80.2,HTTPS,1038,61978,506,SYN,Normal communication,benign
0.059981,192.168.1.54,192.168.1.104,SSH,475,41069,617,ACK,Normal communication,benign
0.08716,192.168.1.72,192.168.1.171,SSH,144,51382,22,,Repeated login attempts,attack
0.269093,199.223.134.4,192.168.1.124,UDP,1820,9556,773,,Flood traffic,attack
0.432541,192.168.1.157,192.168.1.222,UDP,469,15843,199,ACK,Normal communication,benign
0.267747,192.168.1.111,188.144.214.238,HTTPS,262,8079,326,SYN-ACK,Normal communication,benign
0.440117,192.168.1.161,199.118.235.125,HTTPS,202,5085,265,RST,Normal communication,benign
0.00235,192.168.1.172,67.220.57.247,TCP,60,36564,7647,SYN,Port scan attempt,attack
0.011885,192.168.1.244,55.127.145.124,TCP,1967,51223,443,PSH,Large outbound data,attack
0.061748,195.113.150.131,192.168.1.47,TCP,60,6614,646,RST,Connection reset flood,attack
0.450045,192.168.1.160,192.168.1.207,FTP,513,24990,451,SYN-ACK,Normal communication,benign
0.424691,34.78.37.129,192.168.1.122,TCP,60,56496,890,RST,Connection reset flood,attack
0.042903,192.168.1.140,192.168.1.82,HTTP,351,14508,104,,Normal communication,benign
0.482049,192.168.1.152,106.127.141.63,TCP,60,1788,1076,SYN,Port scan attempt,attack
0.287381,192.168.1.139,27.132.64.209,HTTP,1174,16663,20,FIN,Normal communication,benign
0.282321,192.168.1.222,192.168.1.150,HTTP,428,33668,426,FIN,Normal communication,benign
0.126001,192.168.1.177,173.232.149.88,FTP,758,14412,468,SYN,Normal communication,benign
0.359639,192.168.1.153,192.168.1.25,SSH,138,9024,22,,Repeated login attempts,attack
0.174676,192.168.1.223,192.168.1.109,HTTP,1199,20614,102,FIN,Normal communication,benign
0.476223,192.168.1.159,192.168.1.40,SSH,141,33384,22,,Repeated login attempts,attack
0.467348,192.168.1.186,101.232.248.156,DNS,589,46676,53,,Suspicious DNS payload,attack
0.039998,98.110.166.224,192.168.1.41,TCP,60,26707,200,RST,Connection reset flood,attack
0.246496,192.168.1.137,170.140.116.13,TCP,60,43480,5692,SYN,Port scan attempt,attack
0.099238,192.168.1.172,173.232.149.88,UDP,1098,8051,832,FIN,Normal communication,benign
0.080267,192.168.1.112,192.168.1.25,UDP,340,5636,682,SYN-ACK,Normal communication,benign
0.023876,192.168.1.37,192.168.1.53,SSH,441,2513,433,PSH,Normal communication,benign
0.033061,192.168.1.220,192.168.1.163,FTP,579,62093,524,SYN-ACK,Normal communication,benign
0.071543,192.168.1.112,192.168.1.54,HTTP,842,63163,444,FIN,Normal communication,benign
0.029844,196.226.146.12,192.168.1.227,UDP,1244,61372,439,,Flood traffic,attack
0.005759,194.101.16.212,192.168.1.39,UDP,1885,48830,801,,Flood traffic,attack
0.3079,192.168.1.62,192.168.1.66,SSH,118,34902,22,,Repeated login attempts,attack
0.444645,192.168.1.32,192.168.1.237,HTTP,759,62964,978,,Normal communication,benign
0.453218,192.168.1.179,136.183.242.51,FTP,123,17112,285,SYN-ACK,Normal communication,benign
0.457491,192.168.1.41,79.89.108.43,TCP,3998,1979,443,PSH,Large outbound data,attack
0.045248,78.191.121.174,192.168.1.188,UDP,1995,2129,31,,Flood traffic,attack
0.40588,192.168.1.95,38.79.27.224,TCP,60,43553,5820,SYN,Port scan attempt,attack
0.08416,50.240.85.227,192.168.1.37,TCP,60,23664,93,RST,Connection reset flood,attack
0.283526,192.168.1.75,192.168.1.189,DNS,1002,41698,447,ACK,Normal communication,benign
0.041021,167.114.177.212,192.168.1.102,UDP,1339,45444,608,,Flood traffic,attack
0.487963,192.168.1.4,74.163.222.60,DNS,415,16209,752,RST,Normal communication,benign
0.035664,192.168.1.128,192.168.1.15,SSH,139,51128,22,,Repeated login attempts,attack
0.079531,192.168.1.199,192.168.1.111,UDP,1032,20856,705,SYN-ACK,Normal communication,benign
0.085532,192.168.1.61,94.250.128.15,FTP,591,37170,808,ACK,Normal communication,benign
0.023001,192.168.1.188,61.147.249.183,TCP,60,42353,2988,SYN,Port scan attempt,attack
0.250007,192.168.1.250,192.168.1.81,UDP,999,53812,308,SYN,Normal communication,benign
0.092516,29.11.183.158,192.168.1.79,UDP,1099,25656,353,,Flood traffic,attack
0.431066,192.168.1.178,192.168.1.193,HTTP,138,61439,755,PSH,Normal communication,benign
0.031928,192.168.1.22,46.236.255.108,DNS,43,54029,205,PSH,Normal communication,benign
0.481595,192.168.1.62,192.168.1.121,TCP,1004,56455,34,SYN,Normal communication,benign
0.418978,192.168.1.25,192.168.1.42,UDP,991,31765,934,ACK,Normal communication,benign
0.002294,20.93.132.118,192.168.1.131,UDP,1177,9301,144,,Flood traffic,attack
0.076942,192.168.1.15,192.168.1.245,TCP,1034,39294,483,PSH,Normal communication,benign
0.479409,192.168.1.192,192.168.1.207,SSH,150,55477,22,,Repeated login attempts,attack
0.057469,192.168.1.137,192.168.1.250,DNS,277,21775,32,PSH,Normal communication,benign
0.175744,192.168.1.152,192.168.1.12,SSH,122,54519,22,,Repeated login attempts,attack
0.276222,192.168.1.88,53.187.189.31,TCP,3672,44212,443,PSH,Large outbound data,attack
0.079021,192.168.1.225,21.96.72.212,FTP,598,44539,816,SYN-ACK,Normal communication,benign
0.482706,184.41.29.175,192.168.1.39,UDP,1626,13380,228,,Flood traffic,attack
0.010354,192.168.1.11,192.168.1.99,HTTPS,465,27678,191,,Normal communication,benign
0.463068,192.168.1.3,175.170.167.163,DNS,488,61408,53,,Suspicious DNS payload,attack
0.423885,192.168.1.83,192.168.1.215,SSH,114,50472,22,,Repeated login attempts,attack
0.068222,116.54.115.12,192.168.1.130,UDP,1710,14468,102,,Flood traffic,attack
0.052293,192.168.1.150,175.74.142.109,HTTP,585,20987,747,SYN-ACK,Normal communication,benign
0.049238,192.168.1.187,64.179.191.18,UDP,542,39029,881,RST,Normal communication,benign
0.422808,192.168.1.132,157.160.60.158,FTP,859,32815,958,FIN,Normal communication,benign
0.240995,192.168.1.50,192.168.1.2,FTP,402,47281,756,SYN-ACK,Normal communication,benign
0.467105,192.168.1.73,192.168.1.49,DNS,1134,40059,1007,FIN,Normal communication,benign
0.008956,192.168.1.6,182.51.75.110,SSH,486,19094,699,SYN,Normal communication,benign
0.397852,192.168.1.92,192.168.1.38,HTTPS,643,30342,539,ACK,Normal communication,benign
0.443267,192.168.1.55,192.168.1.155,DNS,1068,25193,903,FIN,Normal communication,benign
0.094885,192.168.1.200,192.168.1.239,DNS,325,44277,996,ACK,Normal communication,benign
0.106661,192.168.1.103,159.123.29.3,TCP,848,32238,690,ACK,Normal communication,benign
0.238228,192.168.1.227,88.148.60.138,DNS,1039,44832,412,ACK,Normal communication,benign
0.343905,192.168.1.199,192.168.1.163,TCP,50,5170,420,SYN,Normal communication,benign
0.441856,192.168.1.119,192.168.1.136,TCP,133,62253,834,SYN-ACK,Normal communication,benign
0.450384,192.168.1.209,124.205.204.222,TCP,1057,16023,114,SYN,Normal communication,benign
0.085111,192.168.1.242,192.168.1.88,UDP,1042,17990,781,PSH,Normal communication,benign
0.064034,192.168.1.254,80.51.220.72,TCP,1678,59058,443,PSH,Large outbound data,attack
0.247098,192.168.1.63,192.168.1.207,HTTP,994,1272,752,SYN,Normal communication,benign
0.079769,192.168.1.112,192.168.1.201,SSH,134,58643,22,,Repeated login attempts,attack
0.086688,152.128.211.229,192.168.1.176,UDP,1297,10798,506,,Flood traffic,attack
0.433214,192.168.1.86,69.155.219.186,SSH,134,30277,819,,Normal communication,benign
0.343362,192.168.1.166,192.168.1.133,HTTPS,447,63765,390,SYN-ACK,Normal communication,benign
0.070818,186.22.7.220,192.168.1.50,UDP,1700,42813,286,,Flood traffic,attack
0.363833,192.168.1.114,179.236.206.10,UDP,497,14961,636,,Normal communication,benign
0.163604,192.168.1.163,192.168.1.187,SSH,172,24218,759,SYN-ACK,Normal communication,benign
0.016976,192.168.1.128,196.64.13.209,TCP,60,29450,6362,SYN,Port scan attempt,attack
0.241645,192.168.1.160,120.131.100.124,DNS,777,5827,621,FIN,Normal communication,benign
0.047054,192.168.1.52,161.120.49.224,TCP,60,49055,2021,SYN,Port scan attempt,attack
0.449749,192.168.1.156,109.219.210.176,TCP,611,45909,463,RST,Normal communication,benign
0.055563,192.168.1.207,129.27.240.21,TCP,60,26523,1108,SYN,Port scan attempt,attack
0.240846,192.168.1.188,89.159.186.87,SSH,1081,64696,945,SYN-ACK,Normal communication,benign
0.363729,192.168.1.227,94.159.116.248,HTTPS,523,55136,457,SYN,Normal communication,benign
0.448453,192.168.1.121,61.112.194.25,SSH,93,62370,777,ACK,Normal communication,benign
0.441877,192.168.1.59,179.7.214.239,DNS,440,61919,239,RST,Normal communication,benign
0.043432,192.168.1.201,192.168.1.158,FTP,59,61772,395,SYN-ACK,Normal communication,benign
0.418992,192.168.1.152,187.32.123.162,SSH,972,36693,310,ACK,Normal communication,benign
0.456747,192.168.1.193,77.79.60.233,UDP,533,49551,686,PSH,Normal communication,benign
0.275117,192.168.1.171,192.168.1.248,SSH,142,53831,22,,Repeated login attempts,attack
0.416552,192.168.1.187,192.168.1.214,SSH,142,45840,22,,Repeated login attempts,attack
0.362943,192.168.1.207,192.168.1.27,HTTP,1080,19431,562,ACK,Normal communication,benign
0.487353,192.168.1.153,64.179.191.18,SSH,477,22896,378,FIN,Normal communication,benign
0.42612,192.168.1.171,70.89.11.166,TCP,60,31162,3220,SYN,Port scan attempt,attack
0.308015,192.168.1.140,153.133.64.241,UDP,371,24563,11,ACK,Normal communication,benign
0.06912,192.168.1.82,145.64.227.186,FTP,489,51619,586,ACK,Normal communication,benign
0.471351,192.168.1.88,192.168.1.94,TCP,809,10670,722,,Normal communication,benign
0.010253,192.168.1.129,25.174.34.66,DNS,338,11033,53,,Suspicious DNS payload,attack
0.23826,192.168.1.6,192.168.1.118,UDP,471,60174,577,FIN,Normal communication,benign
0.448602,188.194.84.224,192.168.1.199,UDP,1844,48470,827,,Flood traffic,attack
0.106382,192.168.1.97,91.49.225.208,TCP,477,21028,418,ACK,Normal communication,benign
0.156446,192.168.1.222,192.168.1.37,UDP,807,47278,375,ACK,Normal communication,benign
0.299513,192.168.1.247,192.168.1.8,DNS,192,25188,953,FIN,Normal communication,benign
0.071667,192.168.1.24,104.100.243.31,TCP,3936,17524,443,PSH,Large outbound data,attack
0.431669,192.168.1.26,192.168.1.13,HTTP,120,11130,964,ACK,Normal communication,benign
0.019676,192.168.1.203,192.168.1.191,HTTP,62,61898,347,ACK,Normal communication,benign
0.000845,192.168.1.71,137.217.9.39,TCP,2662,10906,443,PSH,Large outbound data,attack
0.007386,183.251.47.126,192.168.1.64,TCP,60,37384,474,RST,Connection reset flood,attack
0.060226,168.69.98.159,192.168.1.245,TCP,60,26395,56,RST,Connection reset flood,attack
0.434691,192.168.1.65,40.113.81.92,DNS,308,31410,53,,Suspicious DNS payload,attack
0.20993,192.168.1.66,192.168.1.240,HTTP,1100,34843,798,FIN,Normal communication,benign
0.469218,192.168.1.126,192.168.1.240,DNS,545,20867,713,SYN-ACK,Normal communication,benign
0.020171,192.168.1.74,128.229.175.141,FTP,948,37013,472,ACK,Normal communication,benign
0.286846,192.168.1.233,192.168.1.185,FTP,976,55946,972,SYN,Normal communication,benign
0.1392,192.168.1.73,136.183.242.51,HTTPS,474,6641,370,SYN-ACK,Normal communication,benign
0.437399,192.168.1.184,192.168.1.67,DNS,347,53647,9,RST,Normal communication,benign
0.070345,77.187.224.160,192.168.1.244,TCP,60,52933,916,RST,Connection reset flood,attack
0.232902,192.168.1.176,192.168.1.142,SSH,97,43021,22,,Repeated login attempts,attack
0.175958,192.168.1.33,192.168.1.48,SSH,753,37578,913,SYN-ACK,Normal communication,benign
